store_id,period,state,pre_treatment_sales,cohort,relative_period,treated,sales
322,7,PB,8.754769027095637,5,2,1,22.10819374628833
322,8,PB,8.754769027095637,5,3,1,14.00115451604532
322,9,PB,8.754769027095637,5,4,1,13.903992456381314
322,10,PB,8.754769027095637,5,5,1,14.863507502350597
322,11,PB,8.754769027095637,5,6,1,13.605330292036793
322,12,PB,8.754769027095637,5,7,1,16.221626340096076
323,1,PB,5.057901106673426,5,-4,0,22.281298431859785
323,2,PB,5.057901106673426,5,-3,0,12.286524283199878
323,3,PB,5.057901106673426,5,-2,0,18.190765993515416
323,4,PB,5.057901106673426,5,-1,0,20.486839711741723
323,5,PB,5.057901106673426,5,0,1,10.923193795905975
323,6,PB,5.057901106673426,5,1,1,12.256374908538408
323,7,PB,5.057901106673426,5,2,1,8.760883345882982
323,8,PB,5.057901106673426,5,3,1,17.03339269462169
323,9,PB,5.057901106673426,5,4,1,14.071478068885488
323,10,PB,5.057901106673426,5,5,1,21.332532166807788
323,11,PB,5.057901106673426,5,6,1,26.620134139283962
323,12,PB,5.057901106673426,5,7,1,22.034303804008122
324,1,PB,5.838003313325737,5,-4,0,7.843755512566206
324,2,PB,5.838003313325737,5,-3,0,9.395932066957785
324,3,PB,5.838003313325737,5,-2,0,14.377571277787052
324,4,PB,5.838003313325737,5,-1,0,9.761766266697844
324,5,PB,5.838003313325737,5,0,1,17.861323540488826
324,6,PB,5.838003313325737,5,1,1,18.126631376786648
324,7,PB,5.838003313325737,5,2,1,23.46264582835311
324,8,PB,5.838003313325737,5,3,1,14.57591334932478
324,9,PB,5.838003313325737,5,4,1,21.45700364847912
324,10,PB,5.838003313325737,5,5,1,18.864525180367654
324,11,PB,5.838003313325737,5,6,1,13.017300922684484
324,12,PB,5.838003313325737,5,7,1,18.39341356440165
325,1,PB,7.29560029606147,5,-4,0,6.102759900690186
325,2,PB,7.29560029606147,5,-3,0,7.882732672135599
325,3,PB,7.29560029606147,5,-2,0,1.3669834410836152
325,4,PB,7.29560029606147,5,-1,0,6.961854288895973
325,5,PB,7.29560029606147,5,0,1,11.62640600530796
325,6,PB,7.29560029606147,5,1,1,11.6974275709963
325,7,PB,7.29560029606147,5,2,1,14.080740783208118
325,8,PB,7.29560029606147,5,3,1,19.3510186774181
325,9,PB,7.29560029606147,5,4,1,12.198318337043094
325,10,PB,7.29560029606147,5,5,1,13.65229505889821
325,11,PB,7.29560029606147,5,6,1,20.580885608863046
325,12,PB,7.29560029606147,5,7,1,20.67316426753097
326,1,PB,7.904976801574682,5,-4,0,19.288410832545853
326,2,PB,7.904976801574682,5,-3,0,19.061153166223672
326,3,PB,7.904976801574682,5,-2,0,18.985029233178327
326,4,PB,7.904976801574682,5,-1,0,19.52547486400016
326,5,PB,7.904976801574682,5,0,1,14.224114177045802
326,6,PB,7.904976801574682,5,1,1,20.68775088828122
326,7,PB,7.904976801574682,5,2,1,13.904170127641398
326,8,PB,7.904976801574682,5,3,1,15.130636959589184
326,9,PB,7.904976801574682,5,4,1,14.147627487672164
326,10,PB,7.904976801574682,5,5,1,16.247661956208038
326,11,PB,7.904976801574682,5,6,1,24.168452845599365
326,12,PB,7.904976801574682,5,7,1,23.973371215697206
327,1,PB,5.089869541729413,5,-4,0,7.014937917950757
327,2,PB,5.089869541729413,5,-3,0,9.293404573444363
327,3,PB,5.089869541729413,5,-2,0,11.774459070818144
327,4,PB,5.089869541729413,5,-1,0,8.110334750977126
327,5,PB,5.089869541729413,5,0,1,12.172743419278724
327,6,PB,5.089869541729413,5,1,1,19.225608910847605
327,7,PB,5.089869541729413,5,2,1,7.917608038635569
327,8,PB,5.089869541729413,5,3,1,12.97933948458733
327,9,PB,5.089869541729413,5,4,1,14.887187056107212
327,10,PB,5.089869541729413,5,5,1,16.340810479112584
327,11,PB,5.089869541729413,5,6,1,22.93053908650788
327,12,PB,5.089869541729413,5,7,1,18.18434610539519
328,1,PB,9.136823713095886,5,-4,0,12.47583314443618
328,2,PB,9.136823713095886,5,-3,0,14.589644912170389
328,3,PB,9.136823713095886,5,-2,0,15.084028336168684
328,4,PB,9.136823713095886,5,-1,0,14.790501199740582
328,5,PB,9.136823713095886,5,0,1,17.96224768102405
328,6,PB,9.136823713095886,5,1,1,14.870829391725858
328,7,PB,9.136823713095886,5,2,1,17.234428678369444
328,8,PB,9.136823713095886,5,3,1,16.299770645912766
328,9,PB,9.136823713095886,5,4,1,17.946995001493473
328,10,PB,9.136823713095886,5,5,1,19.644605380034413
328,11,PB,9.136823713095886,5,6,1,19.626854505666604
328,12,PB,9.136823713095886,5,7,1,24.80427643519627
329,1,PB,7.810200620813015,5,-4,0,21.741738488413294
329,2,PB,7.810200620813015,5,-3,0,19.990851306889603
329,3,PB,7.810200620813015,5,-2,0,24.88501931906751
329,4,PB,7.810200620813015,5,-1,0,17.932180981216938
329,5,PB,7.810200620813015,5,0,1,20.017805572491163
329,6,PB,7.810200620813015,5,1,1,21.868615646650422
329,7,PB,7.810200620813015,5,2,1,25.910249959381563
329,8,PB,7.810200620813015,5,3,1,24.042776441175864
329,9,PB,7.810200620813015,5,4,1,23.966019822309516
329,10,PB,7.810200620813015,5,5,1,20.56995149143443
329,11,PB,7.810200620813015,5,6,1,17.77115933395792
329,12,PB,7.810200620813015,5,7,1,19.483130590044592
330,1,PB,4.8266660562047905,5,-4,0,2.36064637795838
330,2,PB,4.8266660562047905,5,-3,0,16.86582197685486
330,3,PB,4.8266660562047905,5,-2,0,12.520980242654902
330,4,PB,4.8266660562047905,5,-1,0,10.547653260598084
330,5,PB,4.8266660562047905,5,0,1,17.7813110875803
330,6,PB,4.8266660562047905,5,1,1,13.186628370533821
330,7,PB,4.8266660562047905,5,2,1,6.543998757029855
330,8,PB,4.8266660562047905,5,3,1,8.103105739337316
330,9,PB,4.8266660562047905,5,4,1,7.775530743601031
330,10,PB,4.8266660562047905,5,5,1,5.504609418035956
330,11,PB,4.8266660562047905,5,6,1,13.589021673137399
330,12,PB,4.8266660562047905,5,7,1,8.88307818169322
331,1,PB,8.51130745402782,5,-4,0,17.69958876770773
331,2,PB,8.51130745402782,5,-3,0,18.724202430772696
331,3,PB,8.51130745402782,5,-2,0,18.63598335714257
331,4,PB,8.51130745402782,5,-1,0,26.679082607387475
331,5,PB,8.51130745402782,5,0,1,24.767095589258048
331,6,PB,8.51130745402782,5,1,1,27.159388478334414
331,7,PB,8.51130745402782,5,2,1,28.84717535558898
331,8,PB,8.51130745402782,5,3,1,22.42210824651744
331,9,PB,8.51130745402782,5,4,1,24.606159458869005
331,10,PB,8.51130745402782,5,5,1,27.091583406365487
331,11,PB,8.51130745402782,5,6,1,20.419695864687093
331,12,PB,8.51130745402782,5,7,1,25.196486931141518
332,1,PB,7.520036714077277,5,-4,0,7.022101531334554
332,2,PB,7.520036714077277,5,-3,0,9.246950428306848
332,3,PB,7.520036714077277,5,-2,0,4.154951188906888
332,4,PB,7.520036714077277,5,-1,0,9.926697650304021
332,5,PB,7.520036714077277,5,0,1,16.913789737511262
332,6,PB,7.520036714077277,5,1,1,17.036983401636
332,7,PB,7.520036714077277,5,2,1,8.909237402133186
332,8,PB,7.520036714077277,5,3,1,14.654509650652951
332,9,PB,7.520036714077277,5,4,1,14.526397346366956
332,10,PB,7.520036714077277,5,5,1,17.147469676422464
332,11,PB,7.520036714077277,5,6,1,20.763909318935262
332,12,PB,7.520036714077277,5,7,1,17.63567457499841
333,1,PB,7.19544384376911,5,-4,0,17.664658812046202
333,2,PB,7.19544384376911,5,-3,0,15.698829924637392
333,3,PB,7.19544384376911,5,-2,0,11.007585160165622
333,4,PB,7.19544384376911,5,-1,0,8.34322625526842
333,5,PB,7.19544384376911,5,0,1,17.498118951257428
333,6,PB,7.19544384376911,5,1,1,17.94229061904243
333,7,PB,7.19544384376911,5,2,1,20.58452141111953
333,8,PB,7.19544384376911,5,3,1,22.340848234037978
333,9,PB,7.19544384376911,5,4,1,20.91345500858716
333,10,PB,7.19544384376911,5,5,1,19.115337642126807
333,11,PB,7.19544384376911,5,6,1,19.998470529635732
333,12,PB,7.19544384376911,5,7,1,16.00085565340481
334,1,PB,4.919916413181676,5,-4,0,16.823988639693177
334,2,PB,4.919916413181676,5,-3,0,18.634043795427406
334,3,PB,4.919916413181676,5,-2,0,20.93983136437795
334,4,PB,4.919916413181676,5,-1,0,18.49874581436275
334,5,PB,4.919916413181676,5,0,1,23.4065159415927
334,6,PB,4.919916413181676,5,1,1,15.07965184380482
334,7,PB,4.919916413181676,5,2,1,13.066138918980062
334,8,PB,4.919916413181676,5,3,1,6.632366743435998
334,9,PB,4.919916413181676,5,4,1,16.644922953173662
334,10,PB,4.919916413181676,5,5,1,25.20932800967671
334,11,PB,4.919916413181676,5,6,1,12.123162732834661
334,12,PB,4.919916413181676,5,7,1,10.521666812868988
335,1,PB,7.455152720151117,5,-4,0,12.758757169250904
335,2,PB,7.455152720151117,5,-3,0,20.139725244851338
335,3,PB,7.455152720151117,5,-2,0,21.390574477705297
335,4,PB,7.455152720151117,5,-1,0,16.986781082783683
335,5,PB,7.455152720151117,5,0,1,19.64668624561426
335,6,PB,7.455152720151117,5,1,1,13.525298154235443
335,7,PB,7.455152720151117,5,2,1,4.477328632131318
335,8,PB,7.455152720151117,5,3,1,7.218465383824228
335,9,PB,7.455152720151117,5,4,1,14.220307282240881
335,10,PB,7.455152720151117,5,5,1,12.649831138934736
335,11,PB,7.455152720151117,5,6,1,18.91165457813957
335,12,PB,7.455152720151117,5,7,1,19.114582241781072
336,1,PB,7.833127795642151,5,-4,0,13.086366703238493
336,2,PB,7.833127795642151,5,-3,0,14.965164027740279
336,3,PB,7.833127795642151,5,-2,0,15.86864287049001
336,4,PB,7.833127795642151,5,-1,0,9.244643910756654
336,5,PB,7.833127795642151,5,0,1,12.394909629097667
336,6,PB,7.833127795642151,5,1,1,14.98924843311722
336,7,PB,7.833127795642151,5,2,1,11.368880114964526
336,8,PB,7.833127795642151,5,3,1,15.202166530141646
336,9,PB,7.833127795642151,5,4,1,15.741653182102223
336,10,PB,7.833127795642151,5,5,1,13.50094569086566
336,11,PB,7.833127795642151,5,6,1,13.772651162354295
336,12,PB,7.833127795642151,5,7,1,8.348728572317912
337,1,PB,6.23147342773858,5,-4,0,15.925218462249324
337,2,PB,6.23147342773858,5,-3,0,15.404750767695937
337,3,PB,6.23147342773858,5,-2,0,17.985830625560943
337,4,PB,6.23147342773858,5,-1,0,23.09333776140832
337,5,PB,6.23147342773858,5,0,1,16.745179687288836
337,6,PB,6.23147342773858,5,1,1,17.730353186856505
337,7,PB,6.23147342773858,5,2,1,17.58434165339281
337,8,PB,6.23147342773858,5,3,1,14.877828229685258
337,9,PB,6.23147342773858,5,4,1,19.563126002025623
337,10,PB,6.23147342773858,5,5,1,19.566200164202968
337,11,PB,6.23147342773858,5,6,1,10.93257168378161
337,12,PB,6.23147342773858,5,7,1,16.21582184875579
338,1,PB,9.087362717791777,5,-4,0,10.752735660008934
338,2,PB,9.087362717791777,5,-3,0,17.452053325121902
338,3,PB,9.087362717791777,5,-2,0,11.6098206664659
338,4,PB,9.087362717791777,5,-1,0,11.750761348670634
338,5,PB,9.087362717791777,5,0,1,13.000700437007403
338,6,PB,9.087362717791777,5,1,1,22.123913338207515
338,7,PB,9.087362717791777,5,2,1,19.618405242826892
338,8,PB,9.087362717791777,5,3,1,17.42966624674078
338,9,PB,9.087362717791777,5,4,1,23.151232830904373
338,10,PB,9.087362717791777,5,5,1,19.052505055911794
338,11,PB,9.087362717791777,5,6,1,14.692495736253921
338,12,PB,9.087362717791777,5,7,1,17.92137019789382
339,1,PB,11.013857778645308,5,-4,0,14.806693925670208
339,2,PB,11.013857778645308,5,-3,0,22.36066933601638
339,3,PB,11.013857778645308,5,-2,0,19.509750883238233
339,4,PB,11.013857778645308,5,-1,0,4.628912026292408
339,5,PB,11.013857778645308,5,0,1,25.867310303426937
339,6,PB,11.013857778645308,5,1,1,29.59728330302182
339,7,PB,11.013857778645308,5,2,1,25.680821984404524
339,8,PB,11.013857778645308,5,3,1,22.109376491784158
339,9,PB,11.013857778645308,5,4,1,25.1255842514798
339,10,PB,11.013857778645308,5,5,1,20.70835395785606
339,11,PB,11.013857778645308,5,6,1,17.603518416597588
339,12,PB,11.013857778645308,5,7,1,24.462449249712844
340,1,PB,2.80194422528298,5,-4,0,19.10653662056795
340,2,PB,2.80194422528298,5,-3,0,20.354294700839887
340,3,PB,2.80194422528298,5,-2,0,14.357047722448028
340,4,PB,2.80194422528298,5,-1,0,20.594859660961422
340,5,PB,2.80194422528298,5,0,1,20.721416069453376
340,6,PB,2.80194422528298,5,1,1,14.033127194881548
340,7,PB,2.80194422528298,5,2,1,16.649368494125802
340,8,PB,2.80194422528298,5,3,1,18.436952769346156
340,9,PB,2.80194422528298,5,4,1,14.885814857650752
340,10,PB,2.80194422528298,5,5,1,15.737745186374221
340,11,PB,2.80194422528298,5,6,1,23.125513433735243
340,12,PB,2.80194422528298,5,7,1,27.8402775640752
341,1,PB,8.870377306190576,5,-4,0,0.26608424044187196
341,2,PB,8.870377306190576,5,-3,0,2.2596735070900884
341,3,PB,8.870377306190576,5,-2,0,2.3332080056452074
341,4,PB,8.870377306190576,5,-1,0,3.33751420274059
341,5,PB,8.870377306190576,5,0,1,6.086412378123379
341,6,PB,8.870377306190576,5,1,1,4.7352951562313095
341,7,PB,8.870377306190576,5,2,1,4.686745761140942
341,8,PB,8.870377306190576,5,3,1,7.646558448573982
341,9,PB,8.870377306190576,5,4,1,8.695046172962034
341,10,PB,8.870377306190576,5,5,1,9.579027138731654
341,11,PB,8.870377306190576,5,6,1,16.498934466809573
341,12,PB,8.870377306190576,5,7,1,8.598708024178311
342,1,PB,9.47809605183405,5,-4,0,16.952289785642993
342,2,PB,9.47809605183405,5,-3,0,15.520232168466173
342,3,PB,9.47809605183405,5,-2,0,10.821733016650235
342,4,PB,9.47809605183405,5,-1,0,20.346891169382744
342,5,PB,9.47809605183405,5,0,1,20.703236625292938
342,6,PB,9.47809605183405,5,1,1,17.845077740936784
342,7,PB,9.47809605183405,5,2,1,18.049145188764935
342,8,PB,9.47809605183405,5,3,1,17.920683076187817
342,9,PB,9.47809605183405,5,4,1,12.685059943796329
342,10,PB,9.47809605183405,5,5,1,19.70456112370435
342,11,PB,9.47809605183405,5,6,1,18.050915654656194
342,12,PB,9.47809605183405,5,7,1,13.410216967889772
343,1,PB,7.3325973733337415,5,-4,0,14.633817731725083
343,2,PB,7.3325973733337415,5,-3,0,11.623917687055574
343,3,PB,7.3325973733337415,5,-2,0,11.739341075078633
343,4,PB,7.3325973733337415,5,-1,0,18.65451091193696
343,5,PB,7.3325973733337415,5,0,1,17.29644366070339
343,6,PB,7.3325973733337415,5,1,1,21.55027431318868
343,7,PB,7.3325973733337415,5,2,1,15.56759664117268
343,8,PB,7.3325973733337415,5,3,1,24.649389256966977
343,9,PB,7.3325973733337415,5,4,1,16.27804207160898
343,10,PB,7.3325973733337415,5,5,1,12.889891472735695
343,11,PB,7.3325973733337415,5,6,1,10.69600521964226
343,12,PB,7.3325973733337415,5,7,1,17.622771681282366
344,1,PB,6.86713077838945,5,-4,0,18.27334098577738
344,2,PB,6.86713077838945,5,-3,0,11.322415000468023
344,3,PB,6.86713077838945,5,-2,0,11.708474812470058
344,4,PB,6.86713077838945,5,-1,0,15.453951914610245
344,5,PB,6.86713077838945,5,0,1,14.023331436845666
344,6,PB,6.86713077838945,5,1,1,13.380900239744198
344,7,PB,6.86713077838945,5,2,1,20.118615534724096
344,8,PB,6.86713077838945,5,3,1,23.030303414431177
344,9,PB,6.86713077838945,5,4,1,16.512597085032752
344,10,PB,6.86713077838945,5,5,1,11.286722177266675
344,11,PB,6.86713077838945,5,6,1,19.153855924446223
344,12,PB,6.86713077838945,5,7,1,21.380346688476358
345,1,PB,12.230921560405553,5,-4,0,22.971447324306986
345,2,PB,12.230921560405553,5,-3,0,17.89318038087701
345,3,PB,12.230921560405553,5,-2,0,23.021503481450882
345,4,PB,12.230921560405553,5,-1,0,18.153951619482775
345,5,PB,12.230921560405553,5,0,1,16.212441624891714
345,6,PB,12.230921560405553,5,1,1,20.02887514329349
345,7,PB,12.230921560405553,5,2,1,28.206374111213492
345,8,PB,12.230921560405553,5,3,1,22.144922413963815
345,9,PB,12.230921560405553,5,4,1,20.162783209070945
345,10,PB,12.230921560405553,5,5,1,19.560212084024723
345,11,PB,12.230921560405553,5,6,1,18.67329637763869
345,12,PB,12.230921560405553,5,7,1,21.022304994301948
346,1,PB,6.012999120470605,5,-4,0,4.538726798461518
346,2,PB,6.012999120470605,5,-3,0,10.313959558125994
346,3,PB,6.012999120470605,5,-2,0,10.48514357634215
346,4,PB,6.012999120470605,5,-1,0,10.339405872625056
346,5,PB,6.012999120470605,5,0,1,10.493677447244231
346,6,PB,6.012999120470605,5,1,1,9.326689690889452
346,7,PB,6.012999120470605,5,2,1,7.033660186962715
346,8,PB,6.012999120470605,5,3,1,16.921205052390906
346,9,PB,6.012999120470605,5,4,1,15.78379192684146
346,10,PB,6.012999120470605,5,5,1,22.397087617392692
346,11,PB,6.012999120470605,5,6,1,19.91369798303743
346,12,PB,6.012999120470605,5,7,1,19.536379419299863
347,1,PB,7.012152288811154,5,-4,0,23.02379079668879
347,2,PB,7.012152288811154,5,-3,0,15.463694947253725
347,3,PB,7.012152288811154,5,-2,0,23.94710163216876
347,4,PB,7.012152288811154,5,-1,0,19.909970336739732
347,5,PB,7.012152288811154,5,0,1,11.593824134616272
347,6,PB,7.012152288811154,5,1,1,23.368368786323888
347,7,PB,7.012152288811154,5,2,1,10.111630188003096
347,8,PB,7.012152288811154,5,3,1,22.837429295198646
347,9,PB,7.012152288811154,5,4,1,15.382902314213435
347,10,PB,7.012152288811154,5,5,1,19.8232600704924
347,11,PB,7.012152288811154,5,6,1,18.86286575567615
347,12,PB,7.012152288811154,5,7,1,27.160659548126283
348,1,PB,7.884269558651843,5,-4,0,5.11258778629145
348,2,PB,7.884269558651843,5,-3,0,1.734258228594996
348,3,PB,7.884269558651843,5,-2,0,8.587816867094592
348,4,PB,7.884269558651843,5,-1,0,6.271271946153423
348,5,PB,7.884269558651843,5,0,1,11.584813587776516
348,6,PB,7.884269558651843,5,1,1,15.688658246587682
348,7,PB,7.884269558651843,5,2,1,18.815507967250017
348,8,PB,7.884269558651843,5,3,1,19.12629308094741
348,9,PB,7.884269558651843,5,4,1,22.295298587912782
348,10,PB,7.884269558651843,5,5,1,28.90970533660253
348,11,PB,7.884269558651843,5,6,1,22.68048007505323
348,12,PB,7.884269558651843,5,7,1,27.672379528858336
349,1,PB,8.389870870382977,5,-4,0,10.648255758209734
349,2,PB,8.389870870382977,5,-3,0,10.889164880266941
349,3,PB,8.389870870382977,5,-2,0,8.42794364426841
349,4,PB,8.389870870382977,5,-1,0,5.628118941612604
349,5,PB,8.389870870382977,5,0,1,14.267087979026025
349,6,PB,8.389870870382977,5,1,1,19.683820237177088
349,7,PB,8.389870870382977,5,2,1,10.311498047235744
349,8,PB,8.389870870382977,5,3,1,17.97390020870674
349,9,PB,8.389870870382977,5,4,1,16.437722257388774
349,10,PB,8.389870870382977,5,5,1,18.905758976162666
349,11,PB,8.389870870382977,5,6,1,20.602265558421
349,12,PB,8.389870870382977,5,7,1,21.45500766855985
350,1,PB,8.761793861851615,5,-4,0,16.335005418589407
350,2,PB,8.761793861851615,5,-3,0,23.333589729736662
350,3,PB,8.761793861851615,5,-2,0,21.379936225947546
350,4,PB,8.761793861851615,5,-1,0,9.610185737666797
350,5,PB,8.761793861851615,5,0,1,18.505615508270093
350,6,PB,8.761793861851615,5,1,1,17.640593053031914
350,7,PB,8.761793861851615,5,2,1,19.59334090567214
350,8,PB,8.761793861851615,5,3,1,17.470232620115397
350,9,PB,8.761793861851615,5,4,1,16.64616929415372
350,10,PB,8.761793861851615,5,5,1,14.393588978825687
350,11,PB,8.761793861851615,5,6,1,17.570681705838666
350,12,PB,8.761793861851615,5,7,1,18.893787144606854
351,1,PB,7.2831748889567445,5,-4,0,7.8718076725910935
351,2,PB,7.2831748889567445,5,-3,0,12.566421460391016
351,3,PB,7.2831748889567445,5,-2,0,18.826212677685223
351,4,PB,7.2831748889567445,5,-1,0,22.69211537496563
351,5,PB,7.2831748889567445,5,0,1,20.931955626859054
351,6,PB,7.2831748889567445,5,1,1,13.440529572117367
351,7,PB,7.2831748889567445,5,2,1,16.36957344616055
351,8,PB,7.2831748889567445,5,3,1,15.17066001711066
351,9,PB,7.2831748889567445,5,4,1,13.655706464463062
351,10,PB,7.2831748889567445,5,5,1,18.68482228281097
351,11,PB,7.2831748889567445,5,6,1,21.00712501875531
351,12,PB,7.2831748889567445,5,7,1,24.146608448160023
352,1,PB,8.787736602367609,5,-4,0,15.95533223159197
352,2,PB,8.787736602367609,5,-3,0,14.252657042542598
352,3,PB,8.787736602367609,5,-2,0,14.467605533652902
352,4,PB,8.787736602367609,5,-1,0,12.754937776315113
352,5,PB,8.787736602367609,5,0,1,22.06178809248272
352,6,PB,8.787736602367609,5,1,1,24.769135874536918
352,7,PB,8.787736602367609,5,2,1,22.62938924142843
352,8,PB,8.787736602367609,5,3,1,31.021867557951715
352,9,PB,8.787736602367609,5,4,1,21.93514080975565
352,10,PB,8.787736602367609,5,5,1,25.38055462234596
352,11,PB,8.787736602367609,5,6,1,23.78686243648157
352,12,PB,8.787736602367609,5,7,1,19.867703707997066
353,1,PB,11.07444916300326,5,-4,0,19.883365512594853
353,2,PB,11.07444916300326,5,-3,0,12.727904694438411
353,3,PB,11.07444916300326,5,-2,0,13.93204942410105
353,4,PB,11.07444916300326,5,-1,0,23.555943106566687
353,5,PB,11.07444916300326,5,0,1,19.731628026257223
353,6,PB,11.07444916300326,5,1,1,7.647202809685615
353,7,PB,11.07444916300326,5,2,1,20.826649870638278
353,8,PB,11.07444916300326,5,3,1,13.51524884908292
353,9,PB,11.07444916300326,5,4,1,26.326238605485276
353,10,PB,11.07444916300326,5,5,1,25.62526848198778
353,11,PB,11.07444916300326,5,6,1,18.517275135580448
353,12,PB,11.07444916300326,5,7,1,25.35001646480288
354,1,PB,10.102264033834892,5,-4,0,11.128158851199714
354,2,PB,10.102264033834892,5,-3,0,14.794168067914214
354,3,PB,10.102264033834892,5,-2,0,14.59362572694252
354,4,PB,10.102264033834892,5,-1,0,10.7804220373352
354,5,PB,10.102264033834892,5,0,1,11.377007537457551
354,6,PB,10.102264033834892,5,1,1,17.16030671243968
354,7,PB,10.102264033834892,5,2,1,10.267079597750303
354,8,PB,10.102264033834892,5,3,1,12.235816684275894
354,9,PB,10.102264033834892,5,4,1,8.334983009925132
354,10,PB,10.102264033834892,5,5,1,20.869718407973828
354,11,PB,10.102264033834892,5,6,1,20.522374236851
354,12,PB,10.102264033834892,5,7,1,17.857053751454657
355,1,PB,7.307502975198526,5,-4,0,13.934793714906496
355,2,PB,7.307502975198526,5,-3,0,20.362781155228394
355,3,PB,7.307502975198526,5,-2,0,15.317261129356437
355,4,PB,7.307502975198526,5,-1,0,15.57646829332828
355,5,PB,7.307502975198526,5,0,1,23.967643106706085
355,6,PB,7.307502975198526,5,1,1,19.771196426835825
355,7,PB,7.307502975198526,5,2,1,24.419800982586708
355,8,PB,7.307502975198526,5,3,1,24.276462920914028
355,9,PB,7.307502975198526,5,4,1,14.447626961107728
355,10,PB,7.307502975198526,5,5,1,11.656356781343169
355,11,PB,7.307502975198526,5,6,1,24.42464303396177
355,12,PB,7.307502975198526,5,7,1,26.689577521371803
356,1,PB,5.974926675219622,5,-4,0,13.984498115314144
356,2,PB,5.974926675219622,5,-3,0,11.377313925771592
356,3,PB,5.974926675219622,5,-2,0,11.228520026543078
356,4,PB,5.974926675219622,5,-1,0,12.599606826441072
356,5,PB,5.974926675219622,5,0,1,23.478108847936532
356,6,PB,5.974926675219622,5,1,1,17.46433430844815
356,7,PB,5.974926675219622,5,2,1,10.87747174686085
356,8,PB,5.974926675219622,5,3,1,6.031424850455245
356,9,PB,5.974926675219622,5,4,1,15.442834895678166
356,10,PB,5.974926675219622,5,5,1,21.46634056483229
356,11,PB,5.974926675219622,5,6,1,21.752851988333042
356,12,PB,5.974926675219622,5,7,1,21.051796206668303
357,1,PB,8.43467256939776,5,-4,0,14.794533003015525
357,2,PB,8.43467256939776,5,-3,0,7.588966487433119
357,3,PB,8.43467256939776,5,-2,0,7.990740016579226
357,4,PB,8.43467256939776,5,-1,0,6.466811475498217
357,5,PB,8.43467256939776,5,0,1,6.042565343852677
357,6,PB,8.43467256939776,5,1,1,6.680460421288726
357,7,PB,8.43467256939776,5,2,1,19.47464127697966
357,8,PB,8.43467256939776,5,3,1,16.858480016360595
357,9,PB,8.43467256939776,5,4,1,7.368947768632752
357,10,PB,8.43467256939776,5,5,1,9.05428324441311
357,11,PB,8.43467256939776,5,6,1,10.574811831510736
357,12,PB,8.43467256939776,5,7,1,15.110530619993988
358,1,PB,8.074178337636067,5,-4,0,11.081532347581566
358,2,PB,8.074178337636067,5,-3,0,11.335498258878744
358,3,PB,8.074178337636067,5,-2,0,19.05356162402165
358,4,PB,8.074178337636067,5,-1,0,16.37566478471546
358,5,PB,8.074178337636067,5,0,1,13.220714693230095
358,6,PB,8.074178337636067,5,1,1,9.968963268101412
358,7,PB,8.074178337636067,5,2,1,16.066605520177024
358,8,PB,8.074178337636067,5,3,1,8.390788890584876
358,9,PB,8.074178337636067,5,4,1,10.384218444005674
358,10,PB,8.074178337636067,5,5,1,8.860670108718207
358,11,PB,8.074178337636067,5,6,1,16.477458549862632
358,12,PB,8.074178337636067,5,7,1,26.488145052858943
359,1,PB,6.394517291602547,5,-4,0,17.696512162967696
359,2,PB,6.394517291602547,5,-3,0,17.822752398466438
359,3,PB,6.394517291602547,5,-2,0,17.52695854590763
359,4,PB,6.394517291602547,5,-1,0,24.739496110925447
359,5,PB,6.394517291602547,5,0,1,18.42154784625133
359,6,PB,6.394517291602547,5,1,1,17.91548159509122
359,7,PB,6.394517291602547,5,2,1,24.774670266287195
359,8,PB,6.394517291602547,5,3,1,17.772904717891997
359,9,PB,6.394517291602547,5,4,1,19.594353104764984
359,10,PB,6.394517291602547,5,5,1,25.82625952973419
359,11,PB,6.394517291602547,5,6,1,25.27044013409875
359,12,PB,6.394517291602547,5,7,1,26.41928928865768
360,1,PB,8.453793305182973,5,-4,0,13.853498704194326
360,2,PB,8.453793305182973,5,-3,0,15.963763879578224
360,3,PB,8.453793305182973,5,-2,0,18.476761201076943
360,4,PB,8.453793305182973,5,-1,0,12.298787460779735
360,5,PB,8.453793305182973,5,0,1,16.765467158607652
360,6,PB,8.453793305182973,5,1,1,14.127356603264703
360,7,PB,8.453793305182973,5,2,1,20.196683078846014
360,8,PB,8.453793305182973,5,3,1,21.622406645489537
360,9,PB,8.453793305182973,5,4,1,21.527480795485594
360,10,PB,8.453793305182973,5,5,1,11.030586078269064
360,11,PB,8.453793305182973,5,6,1,21.80368462548936
360,12,PB,8.453793305182973,5,7,1,14.878634157224607
361,1,PB,5.421830557366373,5,-4,0,6.431571278916895
361,2,PB,5.421830557366373,5,-3,0,7.665231116209275
361,3,PB,5.421830557366373,5,-2,0,12.15599240982508
361,4,PB,5.421830557366373,5,-1,0,7.282012590763349
361,5,PB,5.421830557366373,5,0,1,16.55677405374777
361,6,PB,5.421830557366373,5,1,1,13.993455854119805
361,7,PB,5.421830557366373,5,2,1,14.760543860060313
361,8,PB,5.421830557366373,5,3,1,15.22734934962632
361,9,PB,5.421830557366373,5,4,1,15.821992390331333
361,10,PB,5.421830557366373,5,5,1,19.18773159019698
361,11,PB,5.421830557366373,5,6,1,23.2300347232932
361,12,PB,5.421830557366373,5,7,1,27.927107469119314
