"x","y","D","Z","business_age","annual_revenue","employees"
679.289777743132,35917.714387607,0,1,5,295281.942978032,20
517.973606535166,17013.7710598709,0,0,1,243762.293990913,16
643.674789911874,29804.1564483259,0,0,11,374183.000234715,16
631.532820544967,36835.0338330863,0,0,3,606257.704929338,16
400,27742.9004574178,0,0,11,670111.217885327,11
717.232365117587,36452.5638049493,1,1,9,321548.738878964,21
515.088865599652,21228.8854640629,0,0,5,407435.127849132,11
581.306477359103,35487.7462933528,0,0,3,441948.966374219,19
601.956244677925,26695.1760517935,0,0,2,308102.078987085,18
640.108134193846,31477.0520627287,0,0,2,600326.280613726,17
696.958837938021,35684.0852862271,1,1,8,417707.830307111,21
571.389033800443,33936.5354816286,0,0,11,539171.564783173,16
789.224145289864,49960.0619439142,1,1,7,804832.848975608,19
608.820671265662,29582.3444614468,0,0,4,490085.391147859,15
641.497657801779,30517.9972455931,1,0,11,520295.577471577,16
599.083072983084,21998.5424199797,0,0,7,457028.364175297,11
638.948542846734,24598.7738888459,0,0,8,342597.538002162,15
664.80346101154,43495.7440536635,1,1,9,589397.459577753,16
616.437571364814,21225.3933550569,0,0,8,370415.536692776,14
706.774867883403,44132.7274664597,1,1,12,628585.011632608,22
694.934091534287,36903.4250901018,1,1,12,781145.759984509,22
536.108192251422,30316.5840546522,0,0,9,561181.446038665,18
754.166922896238,38805.7315548143,1,1,12,512821.679580662,22
639.067127204718,33107.7376480876,0,0,12,418988.455819647,17
627.974602499791,33313.5805784612,0,0,7,741087.901568316,12
516.580903475128,22782.8158946504,0,0,14,171514.327416774,15
685.946759032647,38208.3683199125,1,1,9,573496.578390527,14
649.952711615478,35604.1489489334,0,0,11,601820.262670003,16
621.936483464629,27540.1266068217,0,0,6,347239.465108831,17
609.816843565485,23058.4925852133,1,0,6,50000,14
706.024459812933,36397.9846518315,1,1,12,349294.810245538,21
559.286226526619,26601.7763736183,0,0,3,319714.562886712,11
643.222536511765,45246.512877511,1,0,9,903853.027948401,29
674.641759629295,39636.9829092165,1,1,11,350338.670478727,17
658.987840267526,29268.0854565583,1,1,5,351642.869884964,16
645.42859576729,32977.3658909102,0,0,2,546367.39758915,17
595.746695778852,37118.0974930897,0,0,11,485226.844730201,24
540.605069870193,25795.6094838275,0,0,3,325961.874962366,15
576.656662703449,28187.5396308838,1,0,4,230069.795332568,16
580.381212486452,38038.9160885791,0,0,7,628690.751098411,18
646.465923780578,35504.4851650122,0,0,8,337703.502591437,17
646.582845231459,31198.0133406189,0,0,7,555581.613992114,20
641.494818968771,31280.992142548,0,0,11,690814.093802217,24
495.167918436258,21141.9082027393,0,0,7,351888.828447968,11
589.762727464999,28593.8508758437,1,0,1,420618.84772047,13
584.964251830154,27705.4715031996,0,0,3,303212.402022,18
639.932208503312,28148.8103569065,1,0,2,609948.507047637,15
508.830923504677,24394.2543675172,0,0,3,71707.692726623,12
589.538946357953,26807.8407231363,0,0,3,466618.278609295,15
624.503670266747,25048.5465812285,0,0,5,446839.648334518,20
530.4870436254,31879.847346458,0,0,12,287734.151804939,19
646.656075766857,26767.5045618699,1,0,6,539040.169907609,12
687.572833447012,30633.4937078238,1,1,1,394373.907663127,16
729.992919527863,39569.2171625556,1,1,6,632279.938553065,20
624.147212353321,36059.0736708642,0,0,6,663352.468073982,18
492.933121975166,29992.3964279662,0,0,14,382086.89437153,13
611.415638324317,24632.4756388038,0,0,4,459014.84709245,17
680.734583085282,25954.1826975768,0,1,6,651019.899373396,15
610.169579989908,22840.8578838696,0,0,5,293387.874170815,14
594.787489139058,32351.6196044554,0,0,13,687851.493426712,21
537.448234278316,31297.1955254818,1,0,4,285011.874776149,12
649.854604161815,35472.453576977,0,0,10,461050.113132927,21
548.268902699536,22801.6127893193,0,0,7,445307.076029139,12
537.687837352657,30647.7679399719,0,0,10,460682.643983847,21
588.230025994347,26994.9307807782,0,0,10,588704.289812427,18
672.540728775942,44377.3899364631,1,1,6,502378.229264267,25
567.721277773633,23631.3458946761,0,0,9,463620.530633126,17
604.676214992709,25671.5965461288,0,0,3,458150.558619299,13
630.379680451819,35137.2083966877,0,0,10,585768.335971641,22
753.954309400177,43698.2615668901,1,1,13,468909.812106501,17
676.776570421372,33967.1272428691,1,1,8,352395.504897927,17
619.540128517589,21858.8118801696,0,0,6,50000,10
595.398791463721,33363.6518761438,1,0,7,535734.529302341,16
729.739634217234,44240.456370838,1,1,12,638189.66147018,18
683.61187695952,50026.0759916348,1,1,17,694411.35549992,21
641.844230679436,30449.8885866268,0,0,9,402069.348852204,18
546.29595523757,40199.9165976594,0,0,4,754096.232728132,19
576.354463716844,28727.232758203,1,0,8,284915.315977677,11
680.003951816079,46275.4863660577,1,1,11,618978.935330809,24
650.497610579153,37513.5534881093,1,1,5,500584.508870571,12
670.327109708491,35516.5598014802,0,1,7,343568.443067243,12
636.849260371847,25628.5469684626,0,0,4,467807.740015525,13
807.893409144954,37538.5885307154,1,1,6,809871.58666135,16
686.297971621176,35861.2366944057,1,1,4,335571.882928664,14
679.352679189578,26417.7123740117,0,1,10,585677.18546016,19
505.899437847499,13061.3235175939,0,0,4,50000,5
675.183170295633,30827.8508346577,0,1,5,288193.078603938,12
695.525363554588,39953.2373379138,1,1,12,442201.775944219,18
622.394187929817,39740.9871623664,1,0,10,581833.69485052,18
597.575386252622,29732.1702615149,0,0,11,737823.893189188,16
698.188116349173,34095.0068304423,1,1,11,619851.007018002,14
555.607249378791,18707.2479298006,0,0,7,368593.755550354,10
674.385702764735,40347.6428612461,1,1,8,371956.450288241,18
544.092520281214,22764.1623058198,0,0,8,607041.9892197,18
606.557696665773,32696.8473605451,0,0,8,661482.978953603,19
742.597165838037,42488.6230358902,1,1,17,558577.496905823,18
601.326823701701,28669.8813552866,0,0,10,290537.792838764,14
677.256245412849,37123.6601729284,1,1,13,560149.736640777,17
581.276299223268,30579.7924445795,0,0,11,404068.508635788,17
587.117661410421,32647.7872705254,0,0,7,656098.368631821,20
697.25134371859,34758.5054819807,1,1,10,274544.721412265,18
537.971362821457,37377.9015761568,0,0,7,799865.452130348,16
506.38093752815,28777.0030508412,0,0,2,445532.732999985,9
780.004608985503,47943.5882040507,1,1,10,750073.916389722,21
688.410883034724,34405.196604479,1,1,11,501677.00166836,15
744.076063672159,34968.435520465,1,1,2,315831.565227827,12
637.06548642312,34968.5339983848,0,0,8,614349.699289238,16
611.866448371473,35653.4199962026,0,0,6,435715.666660979,14
576.067992040448,33397.0040450262,1,0,9,541234.559690317,15
649.973169294701,49323.1174769143,1,0,11,706404.726187223,25
658.400747240927,33810.2830620315,0,1,11,741210.149272196,16
729.334443764136,38973.7915512156,1,1,13,384887.710089456,20
636.12314085793,25181.4087558201,0,0,7,433300.792025672,13
516.866011628551,27416.6878982782,0,0,5,227834.96068329,14
622.764753024239,30886.8552267521,0,0,10,783452.250610044,13
663.51419153935,32881.3414794306,1,1,3,487352.301866051,16
593.341589954153,30656.1624333004,0,0,4,510109.012928385,13
630.426318493423,39781.0154639275,0,0,7,518159.390935946,15
489.214189654085,21470.9068596297,0,0,5,182779.975184471,11
716.800391445269,43844.0695646446,1,1,6,644985.123863179,22
597.583544373298,27170.8046596781,1,0,5,408738.182002478,16
644.976224701622,31574.9778882859,0,0,4,482572.726884373,14
584.961547130339,30499.7372711348,0,0,13,568041.891258635,14
647.343822140993,29872.309323971,1,0,5,449172.798496016,15
733.150902454525,35393.9604146535,0,1,8,684933.458138244,24
617.032418366601,28231.0499447677,0,0,3,183614.052234019,15
651.112688789128,39257.0201990952,1,1,13,672442.603643717,24
702.879811221422,27394.5481947282,1,1,6,298948.566170993,15
595.092805256246,40279.0471013314,0,0,7,473817.660590833,16
775.037903496276,22789.2012225638,0,1,4,576204.398898151,12
543.280967953066,21633.116384895,0,0,7,487072.055536157,22
610.049810309053,35726.2702700036,0,0,10,587857.036163463,22
512.868963651913,20699.0238683765,0,0,8,364879.558764316,13
614.604608887435,22537.5978649188,0,0,8,50000,13
716.826105505426,43777.9186168705,1,1,9,565499.377823649,20
628.369119818867,33293.5236125347,0,0,9,596179.914957366,14
555.13404733319,23065.7024087325,0,0,7,364360.432412111,19
750.003925160787,54745.5968111653,1,1,8,662851.83547032,21
542.35249900664,31355.9868176071,0,0,11,162038.780600121,9
706.651287079454,38960.1406754891,1,1,11,406791.084436186,21
499.488929123133,38145.9691079874,1,0,3,378527.111457253,13
586.390517134725,30063.9348996592,1,0,11,343193.706974508,18
785.838137918736,39941.6114993107,1,1,10,338117.706758504,15
674.665603613369,46642.7480597259,1,1,10,752381.771809638,15
729.786832650459,38469.3252634534,1,1,2,583232.668928832,22
668.53288144566,30880.8669875783,1,1,4,399078.220289349,17
610.048324481621,32038.5157993713,0,0,2,620941.203858332,19
647.497358784843,27257.1509444124,0,0,10,496372.094676625,14
734.454435580582,41212.6686694654,1,1,6,486715.841499298,22
650.56921070347,30655.0845766245,1,1,7,428480.388860594,16
730.408799495358,43312.5622600106,1,1,17,650858.473440311,23
684.208444981716,56247.7016445428,1,1,20,880337.284865785,28
625.211448989614,30402.1724026645,0,0,13,506134.392530152,19
608.589712505907,28821.2136741129,0,0,10,597488.368249318,22
628.29868875861,25690.9974202366,0,0,8,610701.726993024,16
719.837943652662,40919.3678172177,1,1,11,546862.62862459,16
618.356521724125,33108.7102440995,0,0,8,620275.388263556,16
625.883894509796,33952.9525763229,1,0,8,509744.1874923,17
726.340118004104,43563.3667746705,1,1,9,439564.65431118,16
748.208587936652,36858.6555053452,1,1,12,613789.974373651,15
754.253684824453,43636.9306108477,1,1,8,531569.99678074,15
636.541852236545,35690.9018857996,0,0,8,438647.697378605,16
695.310127525085,49434.6863329569,1,1,10,477429.222394031,16
591.157624856286,38841.0227565917,1,0,10,592396.534793509,17
635.546764038334,29938.6873901194,0,0,1,496191.517597089,14
688.454954451842,39208.0890654807,1,1,7,223087.350599515,16
700.631943879597,42345.5658723693,1,1,13,756854.614559505,24
632.51127210154,28302.7056559469,0,0,6,736769.870918515,17
621.656426993627,20306.995171766,0,0,2,364967.93715155,16
694.430661927476,30317.1889448652,1,1,5,360091.288244306,16
595.049564014754,34476.3022739038,0,0,8,445988.133668098,19
642.207319250483,35355.2394823167,0,0,1,576496.635988082,14
734.33305609729,44149.848737052,1,1,12,515340.062771088,19
727.030466709926,37240.2316770879,0,1,12,937815.554484788,18
760.954397208377,45539.3287549145,1,1,5,428526.462966113,22
709.743883437498,29244.4058755546,1,1,1,348785.291787856,11
639.924533267398,23778.8406310235,0,0,6,447154.396843602,13
746.315700782715,36843.341335343,1,1,7,565093.343862932,20
654.33926464765,34654.9173897281,0,1,5,391367.232669838,15
585.192212359458,28176.662580557,0,0,9,495528.493552831,14
585.196820219672,24492.6389357779,0,0,4,505269.645851643,14
541.27861864984,23601.8529630564,0,0,6,302087.962834078,10
778.72115038039,41204.3251783298,1,1,11,663233.862574874,17
613.068320849086,32916.7845434922,1,0,12,649678.202032863,17
552.214291933772,24038.5261843092,0,0,5,183705.346971579,9
829.357185103594,52731.2200794886,1,1,15,1024275.42416087,27
702.806033077025,32115.8203705614,1,1,8,456533.976557878,17
563.83956382455,24441.4364190522,0,0,11,513005.740338953,11
633.475267182248,29497.1641324171,0,0,9,471922.814220565,14
737.594847480512,33823.0659199375,1,1,11,458613.04480135,20
702.32859201389,43457.897111633,1,1,6,471605.540922932,14
759.736379986523,29272.551301789,0,1,16,320478.054041345,19
663.747333613863,40335.5375855217,1,1,5,716467.198504184,18
570.053719997241,29631.7685960271,0,0,4,343482.555841656,12
687.282425617559,46134.5259273081,1,1,11,856659.948231941,24
739.331282603005,42027.2398960786,1,1,13,668837.710845902,20
665.946842014485,36742.8034478853,1,1,6,660431.270498995,15
626.011210677127,17736.7721051188,0,0,7,131310.548242375,15
654.299055256482,37396.9985971233,1,1,12,434879.606436978,16
623.334995516789,25162.6848482979,0,0,6,379208.353012395,11
712.70014749343,43258.7874171762,1,1,11,468361.217615054,23
673.576376980668,23962.1706517222,0,1,10,170160.401957071,10
464.098498318974,17575.8387100496,0,0,3,144445.709043196,7
585.475405252913,26675.3661087279,0,0,4,499002.462755709,11
642.745305685529,32747.697997466,0,0,12,823035.872470075,22
682.526048486381,38320.1267437265,1,1,5,584331.502897158,12
747.769824128451,46038.4186003017,1,1,8,715527.335806746,19
668.668424149129,36252.8684257223,1,1,10,388328.036465204,18
631.177807547533,28989.7750186758,0,0,4,521403.230636193,18
719.608272055059,37432.2253898326,0,1,7,694899.873438214,16
454.863187173428,28091.4691362383,0,0,5,327451.183398979,9
720.173016893551,43525.8834124264,1,1,6,429621.355282864,24
651.851392155685,37851.2783627044,0,1,6,585664.663883556,14
698.811113166803,38944.1140744592,1,1,6,663525.454069506,19
750.033332399162,35834.308006846,1,1,9,625126.909311203,15
550.799079908904,29405.9134650823,1,0,3,316862.254100768,16
703.281214803839,39261.8230248677,0,1,11,634539.567171704,24
620.129430403656,32307.7051639835,0,0,8,580118.440023963,18
626.289948938505,33239.3840871661,1,0,8,344835.441506403,20
692.277147846581,32844.182167872,0,1,6,516280.911697583,16
682.305882000213,44749.4059007741,1,1,13,429354.31973532,23
766.787141391818,34549.6891666232,0,1,1,605120.719766493,17
525.930958056007,21618.4094579275,0,0,8,428276.472226542,13
680.730544581185,29927.855242605,0,1,9,458262.027047348,14
677.715710035206,37548.1776708774,1,1,8,528401.045136235,18
512.163741407973,26152.9900369805,1,0,8,514977.652030936,16
667.699586707858,30757.3677063457,1,1,7,620584.584503545,17
596.611613048596,33842.959579481,0,0,10,463474.953426139,18
535.550512887882,29575.3878470383,0,0,8,453148.481219776,16
709.431502388388,29301.421072003,1,1,7,338324.597037927,17
803.874824626418,41031.9291397889,1,1,14,632511.908457382,21
671.621566488985,39180.7317190927,1,1,6,602672.902927728,18
619.740142305666,25156.563113927,0,0,4,422294.674728803,18
645.898267464483,34800.4807619606,0,0,8,483963.370944013,16
556.784381163301,24225.6306739097,0,0,4,186386.616242383,10
732.25156728973,44385.8750064001,1,1,11,893025.725352763,22
678.673112139463,29628.4353690254,0,1,3,334934.262794677,15
588.190315783259,28663.7041658987,0,0,9,299652.666508445,13
662.499941409426,30185.7935122419,0,1,6,332521.380013301,16
476.624373387122,28054.3744500039,0,0,5,432404.613728606,11
618.961627245252,23517.6145887701,0,0,6,191480.311871299,13
498.940657551288,33674.6559850199,1,0,1,443877.044520906,19
566.74582566239,37753.8358252761,0,0,6,675810.358017869,24
621.121803907025,22529.1992245938,0,0,2,306925.83687344,12
691.243981589473,40812.5837367316,1,1,5,645438.326736763,16
705.672672654693,41153.1449461208,1,1,9,574255.953803441,19
599.034751694596,41687.6677906735,1,0,7,975666.634071872,14
640.313425951302,32774.4653342409,0,0,11,553916.310427424,23
613.121124084012,49513.9193517685,1,0,16,874211.74680806,28
769.811672838627,43855.8510705455,1,1,7,461272.452644212,22
727.651163510731,34901.2557180152,1,1,8,244554.365837373,18
581.174029734046,23495.7360344104,0,0,4,347957.93400893,14
635.553740185636,34174.8014525413,0,0,8,473316.912017567,12
684.152346637908,39182.3249457405,1,1,10,770540.221884499,17
672.995552592616,23509.9357406385,0,1,7,383466.648538467,15
670.924327715406,40039.1287304192,0,1,11,518771.984619533,16
673.879379822243,42857.9043425076,1,1,8,502262.030499648,18
748.585090690004,41389.320090275,1,1,8,811067.099570449,23
630.119725665071,32778.1681784396,1,0,7,274474.832036106,10
596.148579838249,34169.1248277793,0,0,12,459620.787063725,17
560.160634862916,19170.5980127232,0,0,5,158969.671332948,11
719.094529881997,19278.1727897817,0,1,7,319671.891431983,14
584.863164015874,32383.5651462287,0,0,7,293874.313012687,17
493.165739356852,21414.7758770453,0,0,7,332485.998992972,13
626.20721097936,24067.349761382,0,0,9,323264.878385575,16
561.742272619295,35519.1077363814,0,0,1,796184.574072798,18
593.53149851385,24730.0315170775,0,0,2,491262.66969177,16
551.098008882243,31737.7308868468,0,0,6,493804.343290285,24
696.313860735958,37027.1807131303,1,1,10,437237.406816229,15
700.942088511248,33521.7343212711,1,1,3,191300.520219304,16
660.353805245081,39898.0794892575,1,1,11,348008.557450892,21
608.707051528314,26232.1907902662,0,0,7,501275.678819887,17
776.714688983489,48276.9848629369,1,1,14,671630.859656696,21
591.719303228088,37139.4412507837,1,0,8,618622.17091907,17
673.053201504784,38718.6272682439,1,1,14,631133.332767818,22
571.107055431983,19178.770745668,0,0,4,50000,9
604.553097014401,27034.4997080328,0,0,4,591740.067631748,16
621.148850428461,39886.5485214113,1,0,11,713407.217499238,22
677.99898683518,34707.9235248623,0,1,8,528630.11181497,16
694.492930205137,35311.3597057871,0,1,6,723158.6837753,18
641.599582788825,43045.3926852043,1,0,6,850669.921234371,20
756.319184504427,27378.6945707865,1,1,10,446223.492585921,15
654.724747794955,28061.843798718,1,1,8,278320.734964654,16
630.999943306782,24751.5297955439,0,0,2,505841.70930131,14
610.234501377379,32959.1431992071,0,0,13,420067.199098694,19
674.478882442938,34920.6277899059,1,1,11,287436.598801334,13
555.319863888596,30663.9605261752,0,0,7,466906.806899891,16
721.558196462366,38882.9218358478,1,1,1,496774.976596726,15
552.329154313235,21737.443767448,0,0,5,428512.578670918,16
657.953359747235,19858.3384530398,0,1,2,283199.853963429,14
404.259571030648,13704.4603486366,0,0,5,208000.379877906,13
895.653155232782,52866.6857613418,1,1,14,1131523.70264635,24
594.690808845937,31486.7628462362,0,0,5,546664.141941852,16
573.795665203323,27352.9916204355,1,0,10,342137.057717996,14
806.929492917928,55481.4165257846,1,1,6,894002.977741034,25
758.007373999583,54478.0815444859,1,1,12,701833.146561301,23
712.240202231168,28893.5123150346,1,1,6,290024.597359165,12
722.460209470158,40924.2782463443,1,1,7,386316.619551533,19
638.772314575036,37250.4822042378,1,0,13,606819.799456221,19
699.773276240936,44050.615952616,1,1,3,585962.020621532,14
601.467778615299,36115.4595386535,1,0,9,478685.019811742,16
591.600642081379,35097.2691201125,1,0,7,411558.521948481,14
661.325837274104,43309.1611743942,1,1,9,736698.601087426,16
546.937036568342,21412.2805757091,0,0,8,338666.294450724,14
680.268036956742,42081.9419382983,1,1,8,283974.76750823,18
623.594859784519,38158.0101773243,1,0,10,466300.185604957,17
707.534538961634,40669.7015970203,1,1,8,428717.168213458,19
685.111405144752,36741.1269965461,1,1,8,445927.426039894,20
700.989819953301,43007.8656607418,1,1,4,906016.8216318,15
618.619083197511,27154.6498698825,0,0,4,589747.336737153,14
709.33647582978,43901.240245485,1,1,14,661986.140950219,20
701.84888500769,33366.9088817196,1,1,11,400789.583444242,16
707.794709642703,33124.2132616275,0,1,11,556818.746520733,17
607.732233764448,28766.371837472,0,0,3,302390.443893736,7
667.420623697866,42392.0995400456,1,1,10,414815.787984438,22
660.49219643309,37686.1527662183,1,1,1,620506.304727195,17
744.238519903628,41913.5405228775,0,1,11,482049.65122086,21
692.814435357187,42855.6220304295,1,1,5,705034.776298299,23
688.09823209474,37121.7106180602,1,1,7,479644.252846292,16
707.172840969456,37163.9330934337,1,1,10,514772.78284376,16
657.448807277579,30568.7033367853,1,1,2,311306.965042578,12
602.15826752579,35075.5127109156,0,0,7,640091.167423005,14
662.620874759178,32191.1702729477,1,1,9,206078.587559075,15
558.921826721445,23768.7463715249,0,0,10,385611.552262897,19
745.514734552376,32069.4687195386,1,1,6,287745.384055506,21
627.239772430026,25083.7646718888,0,0,4,577376.613181825,17
665.929861522089,42845.7135952076,1,1,8,545202.383658638,19
717.754003417516,40916.97290131,1,1,9,801685.078764689,24
659.714782377708,38730.1036392609,1,1,11,507015.772409551,12
661.377296180136,37153.5225267839,1,1,7,771335.167366663,20
577.514870604774,34663.1094379528,0,0,4,745466.247770653,15
615.776845198242,42175.102854931,0,0,8,437430.573936686,23
675.186337372288,29885.6403963118,0,1,5,378942.475240697,15
644.647859934756,30928.5891391965,0,0,6,617856.760530657,19
626.389166872403,38160.9772530755,0,0,11,732163.820653883,20
579.392882324526,35969.716064295,0,0,8,627343.78256074,19
607.125868926582,33496.8766780918,0,0,9,437028.8721073,18
725.417503113645,35342.3542464294,1,1,8,541980.105270788,22
642.869572439744,28809.0762384244,0,0,5,486187.528339927,13
730.486616097909,42945.1409121889,1,1,14,798376.298922296,27
646.391730531041,24543.4501994319,1,0,5,382355.082201009,14
610.420427850114,25226.9585707135,0,0,6,293972.790043793,13
647.562416961015,30176.6675263719,0,0,5,468656.112477025,19
521.035807064734,18182.5738858116,0,0,1,50000,10
780.655953927071,32003.8505573317,0,1,9,514193.553675277,15
679.509393214096,35306.7334732867,1,1,1,541651.463376683,11
620.071327416972,31559.1822344257,0,0,9,374163.149470109,15
625.11749508721,34253.0997443781,0,0,7,653818.673439056,19
489.828283310997,30548.9823549254,0,0,10,422166.985530665,15
619.112807380893,37989.3688701005,0,0,7,912048.32788655,17
622.183422860527,33120.2395182463,0,0,11,351569.45595503,15
649.39174917701,27374.1541840493,0,0,5,566345.900400648,9
698.911333285082,39578.0438834374,1,1,5,629011.614135266,13
667.701579264076,35493.1089404213,1,1,11,579731.269485657,20
756.000442436399,46665.925530727,1,1,10,839297.486335899,21
764.854006212938,42365.6212364528,1,1,3,444487.055878902,20
628.54291600635,27304.4740293769,0,0,3,432373.923986856,10
645.421262497125,24069.1636329821,0,0,6,456811.412379299,17
815.297903122028,50318.7819699179,1,1,9,912102.297877935,23
525.431702957794,11492.8382900669,0,0,12,358263.553747506,11
746.020792813036,37965.4179526493,1,1,11,634371.462141369,23
644.669186433998,38463.8569257053,1,0,7,343631.850761942,17
724.824303807026,34266.9773429732,0,1,5,631633.252130115,18
631.105878199074,40387.0840296598,0,0,10,651877.055169378,20
565.063038590313,38782.5383444858,0,0,8,711060.896091094,17
640.658437424215,29527.6177767473,0,0,9,192758.784538057,14
725.776872063053,35162.4118930411,1,1,12,535326.890908218,15
661.169024119689,41663.4627296595,1,1,13,457867.533714187,16
647.030927077931,28281.6348839923,0,0,5,438980.042981164,12
551.672818319911,21701.7055562113,0,0,4,369720.059529886,14
617.755009550225,26925.5754660545,0,0,10,459623.277861654,16
657.091952210701,29011.8868289983,0,1,2,510635.123438253,14
620.611449520504,29742.3469538942,0,0,5,254736.53703599,13
769.265946663572,38406.654509514,1,1,13,409563.304284059,23
552.358606079079,22214.6540644358,0,0,10,335183.911199754,14
760.852810910362,48412.8627920009,1,1,11,607394.687578046,20
663.593554343452,30564.682980638,1,1,1,439615.885653347,11
638.735701688662,30514.9739939282,0,0,7,244387.807378138,14
559.654408134573,26126.232505894,0,0,7,480799.000333106,18
560.496986932463,31839.1565710265,0,0,7,484896.019200674,13
618.562981371731,32236.9906514927,0,0,10,505338.128336942,12
722.104271491906,31419.6981099514,0,1,7,484230.292760642,19
584.1135743334,36272.0141463331,1,0,6,630557.68391018,21
459.669503782443,21791.6857947991,1,0,4,251923.717218999,9
506.147854042486,34802.0713506509,0,0,10,457847.401727835,15
591.243980622478,28149.7037718623,0,0,11,309987.43640297,12
644.247221353542,32846.8187535484,0,0,6,299116.818365552,20
623.53176750494,39163.0464290161,1,0,7,772813.085468533,12
582.604861222864,22978.1260808277,0,0,4,118806.095769308,11
556.750245304322,40258.860166153,1,0,10,687620.084646159,19
631.82624416749,32562.0828694376,0,0,7,581702.421094353,17
560.049117628129,29352.4338127328,0,0,3,724938.482263802,17
661.239501407429,23115.4447049849,0,1,11,429679.381227437,14
736.088833430753,46764.8331578706,1,1,8,721345.454956124,19
613.076646612587,33122.2165036254,0,0,8,280529.71161838,14
604.652898464588,27825.0432343726,0,0,10,507071.569144617,13
505.044688736334,18505.6589165771,0,0,4,284578.528535857,6
676.320772239663,30413.9755180648,1,1,10,419475.271512884,14
629.068960937219,32829.0925627431,1,0,5,400459.807684772,13
635.034423194328,28005.7951299091,0,0,3,505534.860854229,16
638.495384621792,32009.2848580968,1,0,10,607063.333410562,17
658.382940207061,27846.5502967978,0,1,11,657880.841274903,18
637.178154486164,28125.7785543186,0,0,7,163706.403187909,16
718.792827032655,34894.4476820422,1,1,14,476096.753384031,17
438.973920009762,24849.7979885936,0,0,6,260539.116026335,15
683.959297539301,40943.5513245434,1,1,12,629328.507859476,18
533.138489275925,32402.5684675348,0,0,9,510221.710459754,16
557.863834538572,21034.736375358,0,0,11,421281.657588043,19
720.23149910262,44451.7727997356,1,1,8,737921.302552144,21
538.171287861462,41374.8838375887,1,0,11,781486.432618438,20
655.792501222258,35787.4837678428,0,1,8,697695.55129204,21
584.20928673686,27052.5819036544,0,0,4,264377.453098529,18
650.813257017153,40980.8441006133,1,1,6,591204.629103038,14
703.784695146411,37317.999358866,1,1,8,475412.041315899,15
738.470169657195,35267.9932137286,0,1,9,651091.782940662,17
653.790325057364,33437.9124484589,1,1,12,578743.97827584,16
633.444654965143,31140.4998993511,0,0,1,484033.06116571,13
725.088256166823,45190.6335814744,1,1,11,603706.988886908,18
500.469140087083,21126.0413252255,0,0,4,489917.507150022,11
616.310955728068,30679.2943655395,0,0,5,389313.047297182,15
657.267108472895,23798.1156515073,0,1,3,324218.254775593,17
622.720978796853,28550.644021491,0,0,9,626424.439333465,18
698.624151376319,26808.8726839566,0,1,3,434679.00067888,14
548.681236669036,28014.420036912,0,0,3,329770.09208769,15
658.353577309631,34762.3255357164,1,1,7,360622.201953631,16
601.708199721011,25148.9332410403,0,0,15,185768.372166001,14
622.983523784468,31828.541622624,1,0,13,390183.200788443,14
648.762117058535,24651.8949015855,0,0,7,405628.549079595,13
528.117155868666,20794.982232035,0,0,4,487836.913989837,10
500.684483350747,25751.5233109157,0,0,12,519869.033292757,16
639.111002482909,33350.9135085792,0,0,10,711769.487755888,26
755.131290993314,38923.4771759479,1,1,10,453684.451787832,15
557.7566523533,38946.2476631285,1,0,4,661919.29537988,17
626.826028846919,33441.3891630773,0,0,12,699324.399093635,19
591.735940156091,32419.8023046063,0,0,7,641807.069096211,11
748.544123893234,41166.803327571,1,1,9,519354.90763409,24
615.290690495646,40233.1377810151,0,0,12,873727.267762412,22
614.997814569895,21247.6685759761,0,0,9,300442.324208235,9
623.572050343634,31318.554485273,0,0,3,563683.157526512,13
628.843049947836,35426.1984057124,0,0,7,561221.224549772,23
588.605604854483,27712.0121142326,0,0,5,438765.829707532,20
642.460433628605,30266.3808617214,0,0,10,288659.307583687,18
627.660382519482,34994.4650778875,0,0,11,336831.499562051,16
579.271080405089,24272.8509969567,0,0,4,502209.397962619,18
710.481222231116,43934.443079769,1,1,8,781031.223346029,18
553.490172009699,23755.8937409703,0,0,4,509454.307763124,22
697.187100474358,37607.5706248949,0,1,8,605380.561718479,15
593.885274287465,35839.2561299423,0,0,10,407757.187920911,16
681.292480583985,31687.6978858906,0,1,13,557996.504338019,20
704.719216897492,39306.6500392979,1,1,11,107890.139563326,19
765.252542684075,41463.4855735889,1,1,9,394108.633393168,16
659.428808884843,42445.8576000023,0,1,13,615605.124097243,21
630.338290534252,30238.7258707467,0,0,2,651106.187712383,14
626.457196186772,33701.9383114671,1,0,10,545904.73738307,19
517.594304300565,23970.0511097149,0,0,7,226688.787160622,17
695.479601037765,45415.8167854506,1,1,7,588949.012195105,20
563.712132090719,36711.977556786,0,0,13,698466.179726513,19
761.869950507147,40213.4237412019,1,1,11,603214.009715658,20
688.899755619573,32774.8019399781,1,1,9,578279.018125396,15
706.868874975975,38646.6147112276,1,1,9,511814.457980601,19
661.144381492945,42034.3611364403,1,1,10,729605.04893726,23
593.513212630774,30757.1330963271,1,0,2,267605.089752884,12
713.071868037513,45598.5213552641,1,1,15,434409.010773187,22
631.277799453573,35616.0628181832,1,0,11,625048.195256369,16
594.376327085434,33466.6927643039,0,0,3,661558.362284031,12
695.494192483817,38806.6911768028,0,1,5,837805.419124949,20
705.397770537777,41816.6037824376,1,1,6,445283.033127482,22
624.475429303536,34981.5516838523,0,0,13,527288.087906439,22
